,BusinessName,DateOfInspection,FullAddress,HealthFacilityIDNumber,InspectionIDNumber,InspectionScore,InspectionType,Latitude,Longitude
5978,FIG + FARRO,06/26/2018,3001 HENNEPIN AVE,LIC360939,251312,94,Follow-Up,44.94743,-93.29732
5983,FIG + FARRO,11/25/2019,3001 HENNEPIN AVE,LIC360939,331374,96,Follow-Up,44.94743,-93.29732
5985,MESA PIZZA,11/28/2017,1323 4TH ST SE,LIC25648,13915,92,Routine,44.98097,-93.23602
5993,MESA PIZZA,05/29/2019,1323 4TH ST SE,LIC25648,234094,96,Routine,44.98097,-93.23602
5999,MESA PIZZA,01/12/2018,1323 4TH ST SE,LIC25648,234095,96,Follow-Up,44.98097,-93.23602
6002,RUNYONS,01/18/2017,107 WASHINGTON AVE N,LIC49571,56974,100,Routine,44.98288,-93.27089
6010,RUNYONS,01/17/2018,107 WASHINGTON AVE N,LIC49571,188216,100,Routine,44.98288,-93.27089
6012,RUNYONS,03/08/2017,107 WASHINGTON AVE N,LIC49571,190557,100,Follow-Up,44.98288,-93.27089
6015,RUNYONS,01/17/2019,107 WASHINGTON AVE N,LIC49571,242373,98,Routine,44.98288,-93.27089
6019,KAFE 421,01/12/2017,421 14TH AVE SE,LIC51980,61667,96,Routine,44.98119,-93.2356
6024,KAFE 421,01/04/2018,421 14TH AVE SE,LIC51980,188947,92,Routine,44.98119,-93.2356
6034,KAFE 421,01/07/2019,421 14TH AVE SE,LIC51980,237312,84,Routine,44.98119,-93.2356
6043,KAFE 421,02/16/2018,421 14TH AVE SE,LIC51980,237313,98,Follow-Up,44.98119,-93.2356
6046,KAFE 421,02/07/2019,421 14TH AVE SE,LIC51980,286912,92,Follow-Up,44.98119,-93.2356
6049,SUSHI TRAIN,08/08/2018,1200 NICOLLET MALL,LIC361548,253660,74,Routine,44.97215,-93.27748
6069,SUSHI TRAIN,08/13/2019,1200 NICOLLET MALL,LIC361548,264745,88,Routine,44.97215,-93.27748
6079,SUSHI TRAIN,09/06/2018,1200 NICOLLET MALL,LIC361548,264746,78,Follow-Up,44.97215,-93.27748
6093,SUSHI TRAIN,10/31/2018,1200 NICOLLET MALL,LIC361548,270842,96,Follow-Up,44.97215,-93.27748
6098,SUSHI TRAIN,09/05/2019,1200 NICOLLET MALL,LIC361548,324765,96,Follow-Up,44.97215,-93.27748
6101,CAFE RACER KITCHEN,05/16/2017,2929 25TH ST E,LIC51025,60174,86,Routine,44.9572,-93.22864
6106,CAFE RACER KITCHEN,05/03/2018,2929 25TH ST E,LIC51025,198404,92,Routine,44.9572,-93.22864
6112,CAFE RACER KITCHEN,06/21/2017,2929 25TH ST E,LIC51025,198405,94,Follow-Up,44.9572,-93.22864
6115,CAFE RACER KITCHEN,05/01/2019,2929 25TH ST E,LIC51025,249157,96,Routine,44.9572,-93.22864
6120,MALABARI,05/15/2018,414 1/2 CEDAR AVE S,LIC48712,199559,84,Routine,44.96962,-93.2475
6129,MALABARI,05/15/2019,414 1/2 CEDAR AVE S,LIC48712,251653,88,Routine,44.96962,-93.2475
6146,MALABARI,06/26/2018,414 1/2 CEDAR AVE S,LIC48712,251654,96,Follow-Up,44.96962,-93.2475
6153,MALABARI,07/18/2018,414 1/2 CEDAR AVE S,LIC48712,253432,100,Follow-Up,44.96962,-93.2475
6156,MALABARI,07/19/2019,414 1/2 CEDAR AVE S,LIC48712,311553,92,Follow-Up,44.96962,-93.2475
6166,EMILYS LEBANESE DELI,01/30/2017,641 UNIVERSITY AVE NE,LIC36011,32290,100,Routine,44.99567,-93.26118
6173,EMILYS LEBANESE DELI,02/16/2018,641 UNIVERSITY AVE NE,LIC36011,189618,96,Routine,44.99567,-93.26118
6179,EMILYS LEBANESE DELI,02/01/2019,641 UNIVERSITY AVE NE,LIC36011,245374,100,Routine,44.99567,-93.26118
6186,MARIAS CAFE,11/27/2017,1113 FRANKLIN AVE E,LIC48885,124302,100,Routine,44.96218,-93.25777
6190,MARIAS CAFE,11/26/2018,1113 FRANKLIN AVE E,LIC48885,234001,100,Routine,44.96218,-93.25777
6194,MARIAS CAFE,12/04/2019,1113 FRANKLIN AVE E,LIC48885,280456,96,Routine,44.96218,-93.25777
6197,IDEAL DINER,09/13/2017,1314 CENTRAL AVE NE,LIC40599,40102,96,Routine,45.00156,-93.24775
6200,IDEAL DINER,09/13/2018,1314 CENTRAL AVE NE,LIC40599,225588,88,Routine,45.00156,-93.24775
6208,IDEAL DINER,09/13/2019,1314 CENTRAL AVE NE,LIC40599,274225,98,Routine,45.00156,-93.24775
6211,IDEAL DINER,11/21/2018,1314 CENTRAL AVE NE,LIC40599,274226,100,Follow-Up,45.00156,-93.24775
6213,HARRIET BRASSERIE,09/07/2017,2724 43RD ST W,LIC32797,26718,70,Routine,44.9247,-93.31382
6243,HARRIET BRASSERIE,09/18/2018,2724 43RD ST W,LIC32797,225317,86,Routine,44.9247,-93.31382
6259,HARRIET BRASSERIE,10/25/2017,2724 43RD ST W,LIC32797,225318,92,Follow-Up,44.9247,-93.31382
6268,HARRIET BRASSERIE,01/08/2018,2724 43RD ST W,LIC32797,230980,94,Follow-Up,44.9247,-93.31382
6276,HARRIET BRASSERIE,02/26/2018,2724 43RD ST W,LIC32797,237391,98,Follow-Up,44.9247,-93.31382
6278,HARRIET BRASSERIE,09/18/2019,2724 43RD ST W,LIC32797,272868,96,Routine,44.9247,-93.31382
6284,HARRIET BRASSERIE,11/06/2018,2724 43RD ST W,LIC32797,272869,96,Follow-Up,44.9247,-93.31382
6289,ZUMBRO CAFE,02/02/2017,2803 43RD ST W,LIC30942,24299,100,Follow-Up,44.92447,-93.31501
6296,ZUMBRO CAFE,10/25/2017,2803 43RD ST W,LIC30942,24300,80,Routine,44.92447,-93.31501
6322,ZUMBRO CAFE,12/07/2018,2803 43RD ST W,LIC30942,236468,96,Routine,44.92447,-93.31501
6329,ZUMBRO CAFE,01/07/2020,2803 43RD ST W,LIC30942,281116,96,Routine,44.92447,-93.31501
6336,THE LOCAL- AN EPICUREAN CAFE AND PUB,07/06/2017,931 NICOLLET MALL,LIC34449,29951,96,Routine,44.97395,-93.27406
6339,THE LOCAL- AN EPICUREAN CAFE AND PUB,07/09/2018,931 NICOLLET MALL,LIC34449,203960,82,Routine,44.97395,-93.27406
6352,THE LOCAL- AN EPICUREAN CAFE AND PUB,06/27/2019,931 NICOLLET MALL,LIC34449,254307,88,Routine,44.97395,-93.27406
6364,THE LOCAL- AN EPICUREAN CAFE AND PUB,08/15/2018,931 NICOLLET MALL,LIC34449,254308,96,Follow-Up,44.97395,-93.27406
6366,THE LOCAL- AN EPICUREAN CAFE AND PUB,07/22/2019,931 NICOLLET MALL,LIC34449,314945,94,Follow-Up,44.97395,-93.27406
6373,PIZZA LUCE,08/22/2017,3200 LYNDALE AVE S,LIC38241,36984,86,Routine,44.94451,-93.28857
6383,PIZZA LUCE,08/20/2018,3200 LYNDALE AVE S,LIC38241,221441,98,Routine,44.94451,-93.28857
6387,PIZZA LUCE,10/13/2017,3200 LYNDALE AVE S,LIC38241,221442,100,Follow-Up,44.94451,-93.28857
6388,PIZZA LUCE,08/20/2019,3200 LYNDALE AVE S,LIC38241,265797,100,Routine,44.94451,-93.28857
6390,BUTTER BAKERY CAFE,03/31/2017,3700 NICOLLET AVE,LIC50825,59813,90,Routine,44.93549,-93.27839
6394,BUTTER BAKERY CAFE,04/26/2018,3700 NICOLLET AVE,LIC50825,194314,92,Routine,44.93549,-93.27839
6403,BUTTER BAKERY CAFE,05/02/2017,3700 NICOLLET AVE,LIC50825,194315,100,Follow-Up,44.93549,-93.27839
6404,BUTTER BAKERY CAFE,05/01/2019,3700 NICOLLET AVE,LIC50825,249090,94,Routine,44.93549,-93.27839
6413,BUTTER BAKERY CAFE,06/19/2018,3700 NICOLLET AVE,LIC50825,249091,96,Follow-Up,44.93549,-93.27839
6420,BUTTER BAKERY CAFE,06/17/2019,3700 NICOLLET AVE,LIC50825,309676,100,Follow-Up,44.93549,-93.27839
6421,CUPPA JAVA,05/26/2017,400 PENN AVE S,LIC47660,53095,100,Routine,44.9733,-93.30865
6422,CUPPA JAVA,05/29/2018,400 PENN AVE S,LIC47660,201334,100,Routine,44.9733,-93.30865
6428,CUPPA JAVA,05/30/2019,400 PENN AVE S,LIC47660,251747,92,Routine,44.9733,-93.30865
6435,BERRY SWEET KITCHEN,06/29/2017,5406 34TH AVE S,LIC35483,31089,100,Routine,44.90504,-93.2233
6441,BERRY SWEET KITCHEN,06/26/2018,5406 34TH AVE S,LIC35483,203206,94,Routine,44.90504,-93.2233
6447,BERRY SWEET KITCHEN,06/19/2019,5406 34TH AVE S,LIC35483,253514,96,Routine,44.90504,-93.2233
6451,BERRY SWEET KITCHEN,08/15/2018,5406 34TH AVE S,LIC35483,253516,96,Follow-Up,44.90504,-93.2233
6487,VELLEE DELI,03/08/2017,109 7TH ST S #263,LIC46366,50660,98,Routine,44.97593,-93.27064
6490,VELLEE DELI,03/19/2018,109 7TH ST S #263,LIC46366,192244,92,Routine,44.97593,-93.27064
6499,VELLEE DELI,03/18/2019,109 7TH ST S #263,LIC46366,246320,94,Routine,44.97593,-93.27064
6503,VELLEE DELI,04/23/2018,109 7TH ST S #263,LIC46366,246321,100,Follow-Up,44.97593,-93.27064
6504,MERCY DINING ROOM & BAR,08/10/2017,901 HENNEPIN AVE,LIC48902,55295,90,Routine,44.97606,-93.27687
6515,MERCY DINING ROOM & BAR,08/14/2018,901 HENNEPIN AVE,LIC48902,216083,84,Routine,44.97606,-93.27687
6525,MERCY DINING ROOM & BAR,08/23/2019,901 HENNEPIN AVE,LIC48902,266517,94,Routine,44.97606,-93.27687
6535,MERCY DINING ROOM & BAR,09/17/2018,901 HENNEPIN AVE,LIC48902,266518,92,Follow-Up,44.97606,-93.27687
6540,MERCY DINING ROOM & BAR,10/31/2018,901 HENNEPIN AVE,LIC48902,272287,100,Follow-Up,44.97606,-93.27687
6541,TANGLETOWNS WISE ACRE EATERY,06/08/2017,5401 NICOLLET AVE,LIC53393,64346,86,Routine,44.90495,-93.27777
6550,TANGLETOWNS WISE ACRE EATERY,06/14/2018,5401 NICOLLET AVE,LIC53393,201194,84,Routine,44.90495,-93.27777
6565,TANGLETOWNS WISE ACRE EATERY,08/02/2017,5401 NICOLLET AVE,LIC53393,201195,94,Follow-Up,44.90495,-93.27777
6569,TANGLETOWNS WISE ACRE EATERY,06/14/2019,5401 NICOLLET AVE,LIC53393,252943,98,Routine,44.90495,-93.27777
6576,TANGLETOWNS WISE ACRE EATERY,07/31/2018,5401 NICOLLET AVE,LIC53393,252944,88,Follow-Up,44.90495,-93.27777
6590,TANGLETOWNS WISE ACRE EATERY,08/30/2018,5401 NICOLLET AVE,LIC53393,260296,98,Follow-Up,44.90495,-93.27777
6595,TOWN HALL TAP,05/24/2017,4810 CHICAGO AVE,LIC38279,37046,92,Routine,44.91576,-93.26303
6611,TOWN HALL TAP,06/12/2018,4810 CHICAGO AVE,LIC38279,200143,88,Routine,44.91576,-93.26303
6626,TOWN HALL TAP,07/05/2017,4810 CHICAGO AVE,LIC38279,200144,100,Follow-Up,44.91576,-93.26303
6629,TOWN HALL TAP,06/25/2019,4810 CHICAGO AVE,LIC38279,253161,82,Routine,44.91576,-93.26303
6639,TOWN HALL TAP,08/09/2018,4810 CHICAGO AVE,LIC38279,253162,92,Follow-Up,44.91576,-93.26303
6645,TOWN HALL TAP,09/13/2018,4810 CHICAGO AVE,LIC38279,263493,100,Follow-Up,44.91576,-93.26303
6648,TOWN HALL TAP,07/29/2019,4810 CHICAGO AVE,LIC38279,314702,100,Follow-Up,44.91576,-93.26303
6651,MANNYS TORTAS,06/07/2017,920 LAKE ST E #125,LIC48812,55117,96,Routine,44.94931,-93.26076
6656,MANNYS TORTAS,06/12/2018,920 LAKE ST E #125,LIC48812,200920,94,Routine,44.94931,-93.26076
6666,MANNYS TORTAS,06/18/2019,920 LAKE ST E #125,LIC48812,252454,92,Routine,44.94931,-93.26076
6669,MANNYS TORTAS,08/14/2018,920 LAKE ST E #125,LIC48812,252455,96,Follow-Up,44.94931,-93.26076
6674,FUJI YA,10/28/2017,600 LAKE ST W,LIC48138,53991,90,Routine,44.94866,-93.28728
6690,FUJI YA,10/30/2018,600 LAKE ST W,LIC48138,231640,96,Routine,44.94866,-93.28728
6703,FUJI YA,12/29/2017,600 LAKE ST W,LIC48138,231996,100,Follow-Up,44.94866,-93.28728
6707,FUJI YA,10/30/2019,600 LAKE ST W,LIC48138,278078,92,Routine,44.94866,-93.28728
6715,FUJI YA,12/06/2018,600 LAKE ST W,LIC48138,279196,98,Follow-Up,44.94866,-93.28728
6718,BLUE DOOR U,07/17/2017,1514 COMO AVE SE,LIC39630,38247,90,Routine,44.9876,-93.22964
6726,BLUE DOOR U,07/18/2018,1514 COMO AVE SE,LIC39630,204367,86,Routine,44.9876,-93.22964
6735,BLUE DOOR U,08/07/2017,1514 COMO AVE SE,LIC39630,204368,100,Follow-Up,44.9876,-93.22964
6737,BLUE DOOR U,07/30/2019,1514 COMO AVE SE,LIC39630,254811,94,Routine,44.9876,-93.22964
6745,BLUE DOOR U,09/18/2018,1514 COMO AVE SE,LIC39630,254812,100,Follow-Up,44.9876,-93.22964
6746,THE WIENERY,05/15/2017,414 CEDAR AVE S,LIC34590,30389,84,Routine,44.96962,-93.2475
6769,THE WIENERY,04/30/2018,414 CEDAR AVE S,LIC34590,202623,92,Routine,44.96962,-93.2475
6780,THE WIENERY,07/08/2017,414 CEDAR AVE S,LIC34590,202624,94,Follow-Up,44.96962,-93.2475
6794,THE WIENERY,08/29/2017,414 CEDAR AVE S,LIC34590,203582,100,Follow-Up,44.96962,-93.2475
6802,THE WIENERY,05/06/2019,414 CEDAR AVE S,LIC34590,251846,72,Routine,44.96962,-93.2475
6824,THE WIENERY,06/26/2018,414 CEDAR AVE S,LIC34590,251847,100,Follow-Up,44.96962,-93.2475
6832,THE WIENERY,07/16/2019,414 CEDAR AVE S,LIC34590,310340,98,Follow-Up,44.96962,-93.2475
6840,RAISING CANES CHICKEN FINGERS,10/05/2017,825 WASHINGTON AVE SE,LIC41593,42053,100,Routine,44.97405,-93.22603
6844,RAISING CANES CHICKEN FINGERS,04/03/2019,825 WASHINGTON AVE SE,LIC41593,227811,100,Routine,44.97405,-93.22603
6850,THE MILL NORTHEAST,11/21/2017,1851 CENTRAL AVE NE,LIC34489,180874,80,Routine,45.00761,-93.24701
6858,THE MILL NORTHEAST,12/07/2018,1851 CENTRAL AVE NE,LIC34489,234321,96,Routine,45.00761,-93.24701
6862,THE MILL NORTHEAST,01/08/2018,1851 CENTRAL AVE NE,LIC34489,234322,96,Follow-Up,45.00761,-93.24701
6866,THE MILL NORTHEAST,12/09/2019,1851 CENTRAL AVE NE,LIC34489,285980,88,Routine,45.00761,-93.24701
6870,THE MILL NORTHEAST,02/04/2019,1851 CENTRAL AVE NE,LIC34489,285981,100,Follow-Up,45.00761,-93.24701
6873,THE MILL NORTHEAST,01/10/2020,1851 CENTRAL AVE NE,LIC34489,339778,94,Follow-Up,45.00761,-93.24701
6876,HONG KONG NOODLE RESTAURANT,08/08/2017,901 WASHINGTON AVE SE,LIC36554,33696,70,Routine,44.97381,-93.22527
6891,HONG KONG NOODLE RESTAURANT,08/22/2018,901 WASHINGTON AVE SE,LIC36554,213984,94,Routine,44.97381,-93.22527
6894,HONG KONG NOODLE RESTAURANT,09/29/2017,901 WASHINGTON AVE SE,LIC36554,213985,96,Follow-Up,44.97381,-93.22527
6898,HONG KONG NOODLE RESTAURANT,08/29/2019,901 WASHINGTON AVE SE,LIC36554,266577,84,Routine,44.97381,-93.22527
6907,HONG KONG NOODLE RESTAURANT,10/28/2019,901 WASHINGTON AVE SE,LIC36554,327330,94,Follow-Up,44.97381,-93.22527
6910,BOILER ROOM COFFEE,06/12/2017,1830 3RD AVE S,LIC43357,45078,96,Routine,44.96431,-93.27313
6914,BOILER ROOM COFFEE,12/11/2018,1830 3RD AVE S,LIC43357,201291,92,Routine,44.96431,-93.27313
6921,BOILER ROOM COFFEE,02/06/2019,1830 3RD AVE S,LIC43357,281373,100,Follow-Up,44.96431,-93.27313
6922,LAGO TACOS LYNLAKE,08/16/2017,2901 LYNDALE AVE S,LIC33129,27432,88,Routine,44.95009,-93.28765
6933,LAGO TACOS LYNLAKE,09/11/2018,2901 LYNDALE AVE S,LIC33129,217479,96,Routine,44.95009,-93.28765
6941,LAGO TACOS LYNLAKE,10/05/2017,2901 LYNDALE AVE S,LIC33129,228775,96,Follow-Up,44.95009,-93.28765
6946,LAGO TACOS LYNLAKE,09/11/2019,2901 LYNDALE AVE S,LIC33129,271646,88,Routine,44.95009,-93.28765
6959,LAGO TACOS LYNLAKE,10/10/2019,2901 LYNDALE AVE S,LIC33129,329621,100,Follow-Up,44.95009,-93.28765
6961,HAZEL'S NORTHEAST,03/30/2017,2859 JOHNSON ST NE,LIC32877,26840,90,Routine,45.02025,-93.23674
6973,HAZEL'S NORTHEAST,03/29/2018,2859 JOHNSON ST NE,LIC32877,194263,84,Routine,45.02025,-93.23674
6987,HAZEL'S NORTHEAST,05/15/2017,2859 JOHNSON ST NE,LIC32877,194264,100,Follow-Up,45.02025,-93.23674
6992,HAZEL'S NORTHEAST,03/15/2019,2859 JOHNSON ST NE,LIC32877,247431,98,Routine,45.02025,-93.23674
6996,HAZEL'S NORTHEAST,05/07/2018,2859 JOHNSON ST NE,LIC32877,247432,84,Follow-Up,45.02025,-93.23674
7006,HAZEL'S NORTHEAST,06/01/2018,2859 JOHNSON ST NE,LIC32877,249899,90,Follow-Up,45.02025,-93.23674
7010,HAZEL'S NORTHEAST,04/23/2019,2859 JOHNSON ST NE,LIC32877,304252,98,Follow-Up,45.02025,-93.23674
7014,COFFEE SHOP NORTHEAST,09/28/2017,2852 JOHNSON ST NE,LIC39720,38358,96,Routine,45.02017,-93.23749
7017,COFFEE SHOP NORTHEAST,09/20/2018,2852 JOHNSON ST NE,LIC39720,228240,100,Routine,45.02017,-93.23749
7018,COFFEE SHOP NORTHEAST,09/20/2019,2852 JOHNSON ST NE,LIC39720,272326,96,Routine,45.02017,-93.23749
7052,STANLEYS NORTHEAST BAR ROOM,10/10/2017,2500 UNIVERSITY AVE NE,LIC37958,36563,96,Routine,45.01338,-93.26356
7059,STANLEYS NORTHEAST BAR ROOM,10/22/2018,2500 UNIVERSITY AVE NE,LIC37958,230977,92,Routine,45.01338,-93.26356
7073,STANLEYS NORTHEAST BAR ROOM,10/22/2019,2500 UNIVERSITY AVE NE,LIC37958,277284,90,Routine,45.01338,-93.26356
7078,STANLEYS NORTHEAST BAR ROOM,12/10/2018,2500 UNIVERSITY AVE NE,LIC37958,277285,100,Follow-Up,45.01338,-93.26356
7081,MOMO SUSHI,02/12/2019,1839 CENTRAL AVE NE,LIC374078,281409,94,Routine,45.00735,-93.24701
7087,SAFARI EXPRESS,10/19/2017,920 LAKE ST E #134,LIC49668,57210,86,Routine,44.94931,-93.26076
7099,SAFARI EXPRESS,10/09/2018,920 LAKE ST E #134,LIC49668,230393,76,Routine,44.94931,-93.26076
7118,SAFARI EXPRESS,11/20/2017,920 LAKE ST E #134,LIC49668,230394,94,Follow-Up,44.94931,-93.26076
7123,SAFARI EXPRESS,10/09/2019,920 LAKE ST E #134,LIC49668,275150,80,Routine,44.94931,-93.26076
7136,SAFARI EXPRESS,01/18/2019,920 LAKE ST E #134,LIC49668,275151,92,Follow-Up,44.94931,-93.26076
7142,SAFARI EXPRESS,02/21/2019,920 LAKE ST E #134,LIC49668,290902,98,Follow-Up,44.94931,-93.26076
7144,SAFARI EXPRESS,11/01/2019,920 LAKE ST E #134,LIC49668,332509,86,Follow-Up,44.94931,-93.26076
7153,SAFARI EXPRESS,11/26/2019,920 LAKE ST E #134,LIC49668,335798,92,Follow-Up,44.94931,-93.26076
7157,TEA HOUSE CHINESE RESTAURANT,03/01/2017,2425 UNIVERSITY AVE SE,LIC30498,23418,100,Follow-Up,44.97386,-93.22157
7159,TEA HOUSE CHINESE RESTAURANT,10/16/2017,2425 UNIVERSITY AVE SE,LIC30498,23419,74,Routine,44.97386,-93.22157
7180,TEA HOUSE CHINESE RESTAURANT,11/06/2018,2425 UNIVERSITY AVE SE,LIC30498,229707,86,Routine,44.97386,-93.22157
7192,TEA HOUSE CHINESE RESTAURANT,12/12/2017,2425 UNIVERSITY AVE SE,LIC30498,229708,94,Follow-Up,44.97386,-93.22157
7203,TEA HOUSE CHINESE RESTAURANT,02/06/2018,2425 UNIVERSITY AVE SE,LIC30498,235109,94,Follow-Up,44.97386,-93.22157
7208,TEA HOUSE CHINESE RESTAURANT,11/19/2019,2425 UNIVERSITY AVE SE,LIC30498,278716,72,Routine,44.97386,-93.22157
7224,TEA HOUSE CHINESE RESTAURANT,01/04/2019,2425 UNIVERSITY AVE SE,LIC30498,278717,100,Follow-Up,44.97386,-93.22157
7230,TEA HOUSE CHINESE RESTAURANT,01/15/2020,2425 UNIVERSITY AVE SE,LIC30498,337479,96,Follow-Up,44.97386,-93.22157
7234,TAQUERIA VICTOR HUGO,10/30/2017,405 LAKE ST E,LIC358995,231737,88,Routine,44.94813,-93.26992
7247,TAQUERIA VICTOR HUGO,10/12/2018,405 LAKE ST E,LIC358995,231852,88,Routine,44.94813,-93.26992
7258,TAQUERIA VICTOR HUGO,11/20/2017,405 LAKE ST E,LIC358995,231853,100,Follow-Up,44.94813,-93.26992
7260,TAQUERIA VICTOR HUGO,10/11/2019,405 LAKE ST E,LIC358995,275433,88,Routine,44.94813,-93.26992
7270,TAQUERIA VICTOR HUGO,12/04/2018,405 LAKE ST E,LIC358995,275434,100,Follow-Up,44.94813,-93.26992
7271,TAQUERIA VICTOR HUGO,11/15/2019,405 LAKE ST E,LIC358995,333127,96,Follow-Up,44.94813,-93.26992
7278,TAQUERIA EL VICTOR,05/13/2018,405 LAKE ST E,LIC365211,246992,96,Routine,44.94813,-93.26992
7281,TAQUERIA EL VICTOR,05/07/2019,405 LAKE ST E,LIC365211,251001,96,Routine,44.94813,-93.26992
7286,TAQUERIA LA HACIENDA,06/06/2017,334 LAKE ST E #101,LIC53440,64457,100,Routine,44.94874,-93.27094
7287,TAQUERIA LA HACIENDA,06/20/2018,334 LAKE ST E #101,LIC53440,200805,100,Routine,44.94874,-93.27094
7288,TAQUERIA LA HACIENDA,08/22/2019,334 LAKE ST E #101,LIC53440,253051,98,Routine,44.94874,-93.27094
7290,TAQUERIA LA HACIENDA 2,08/24/2017,334 LAKE ST E #101,LIC53445,64482,100,Routine,44.94874,-93.27094
7294,TAQUERIA LA HACIENDA 2,08/01/2018,334 LAKE ST E #101,LIC53445,220984,96,Routine,44.94874,-93.27094
7300,TAQUERIA LA HACIENDA 2,07/29/2019,334 LAKE ST E #101,LIC53445,260724,96,Routine,44.94874,-93.27094
7304,CRISP & GREEN,11/15/2018,428 WASHINGTON AVE N,LIC107327,232478,92,Routine,44.98619,-93.27411
7305,CRISP & GREEN,12/15/2017,428 WASHINGTON AVE N,LIC107327,232479,96,Follow-Up,44.98619,-93.27411
7307,CRISP & GREEN,11/08/2019,428 WASHINGTON AVE N,LIC107327,279484,84,Routine,44.98619,-93.27411
7317,CRISP & GREEN,12/05/2019,428 WASHINGTON AVE N,LIC107327,336903,100,Follow-Up,44.98619,-93.27411
7318,CRISP & GREEN,11/06/2017,428 WASHINGTON AVE N,LIC107327,203686,76,Routine,44.98619,-93.27411
7322,ERTE AND THE PEACOCK LOUNGE,01/03/2019,323 13TH AVE NE,LIC370947,278779,96,Routine,45.00115,-93.26337
7325,ERTE AND THE PEACOCK LOUNGE,01/03/2020,323 13TH AVE NE,LIC370947,287852,92,Routine,45.00115,-93.26337
7328,SONORA GRILL LONGFELLOW,08/22/2017,3300 LAKE ST E,LIC34368,29791,88,Routine,44.94869,-93.22392
7342,SONORA GRILL LONGFELLOW,09/07/2018,3300 LAKE ST E,LIC34368,223139,78,Routine,44.94869,-93.22392
7363,SONORA GRILL LONGFELLOW,10/11/2017,3300 LAKE ST E,LIC34368,223140,96,Follow-Up,44.94869,-93.22392
7367,SONORA GRILL LONGFELLOW,09/04/2019,3300 LAKE ST E,LIC34368,271444,60,Routine,44.94869,-93.22392
7386,SONORA GRILL LONGFELLOW,10/23/2018,3300 LAKE ST E,LIC34368,271445,86,Follow-Up,44.94869,-93.22392
7395,SONORA GRILL LONGFELLOW,12/20/2018,3300 LAKE ST E,LIC34368,277283,92,Follow-Up,44.94869,-93.22392
7404,SONORA GRILL LONGFELLOW,02/06/2019,3300 LAKE ST E,LIC34368,286290,96,Follow-Up,44.94869,-93.22392
7410,SONORA GRILL LONGFELLOW,11/04/2019,3300 LAKE ST E,LIC34368,328475,80,Follow-Up,44.94869,-93.22392
7419,SONORA GRILL LONGFELLOW,12/27/2019,3300 LAKE ST E,LIC34368,335842,84,Follow-Up,44.94869,-93.22392
7427,BEP EATERY,10/06/2017,100 5TH ST S #210,LIC35456,31026,78,Routine,44.97837,-93.26863
7440,BEP EATERY,10/05/2018,100 5TH ST S #210,LIC35456,229628,94,Routine,44.97837,-93.26863
7447,BEP EATERY,11/22/2017,100 5TH ST S #210,LIC35456,229629,100,Follow-Up,44.97837,-93.26863
7448,BEP EATERY,10/02/2019,100 5TH ST S #210,LIC35456,274603,84,Routine,44.97837,-93.26863
7460,BEP EATERY,10/31/2019,100 5TH ST S #210,LIC35456,331049,98,Follow-Up,44.97837,-93.26863
7463,BLAZE PIZZA,07/17/2017,1000 WASHINGTON AVE SE,LIC39566,38216,92,Routine,44.97321,-93.22313
7469,BLAZE PIZZA,07/18/2018,1000 WASHINGTON AVE SE,LIC39566,205270,92,Routine,44.97321,-93.22313
7477,BLAZE PIZZA,07/18/2019,1000 WASHINGTON AVE SE,LIC39566,254885,92,Routine,44.97321,-93.22313
7485,BLAZE PIZZA,08/20/2018,1000 WASHINGTON AVE SE,LIC39566,254886,100,Follow-Up,44.97321,-93.22313
7487,PRIMA PASTA SALADS PANINI,06/29/2017,5325 LYNDALE AVE S,LIC37438,35399,94,Routine,44.90616,-93.28761
7491,PRIMA PASTA SALADS PANINI,06/27/2018,5325 LYNDALE AVE S,LIC37438,203261,96,Routine,44.90616,-93.28761
7497,PRIMA PASTA SALADS PANINI,06/25/2019,5325 LYNDALE AVE S,LIC37438,253556,96,Routine,44.90616,-93.28761
7500,FIREROAST CAFE,03/07/2017,3800 37TH AVE S,LIC43957,46337,100,Routine,44.93406,-93.21951
7503,FIREROAST CAFE,03/26/2018,3800 37TH AVE S,LIC43957,193009,96,Routine,44.93406,-93.21951
7514,FIREROAST CAFE,03/19/2019,3800 37TH AVE S,LIC43957,246982,98,Routine,44.93406,-93.21951
7518,FIREROAST CAFE,05/16/2018,3800 37TH AVE S,LIC43957,246983,100,Follow-Up,44.93406,-93.21951
7519,NORTHERN COFFEEWORKS,09/25/2017,1027 WASHINGTON AVE S,LIC344726,205634,98,Routine,44.97519,-93.25366
7522,NORTHERN COFFEEWORKS,09/27/2017,1027 WASHINGTON AVE S,LIC344726,227827,98,Routine,44.97519,-93.25366
7526,NORTHERN COFFEEWORKS,10/12/2018,1027 WASHINGTON AVE S,LIC344726,228733,100,Routine,44.97519,-93.25366
7528,NORTHERN COFFEEWORKS,10/09/2019,1027 WASHINGTON AVE S,LIC344726,277223,94,Routine,44.97519,-93.25366
7531,SASSY SPOON,03/21/2017,5001 34TH AVE S,LIC26303,15193,92,Routine,44.91227,-93.2224
7539,SASSY SPOON,04/10/2018,5001 34TH AVE S,LIC26303,193445,100,Routine,44.91227,-93.2224
7541,SASSY SPOON,04/20/2017,5001 34TH AVE S,LIC26303,193446,100,Follow-Up,44.91227,-93.2224
